Name,Rating,Profile,Address,Reviews,Salary,Jobs,Benefits,Photos
MENSA,3.6,Investment Banking / Venture Capital / Private Equity,Bangalore / Bengaluru +12 other locations,156,776,5,2,--
Hotel Park Plaza,3.9,Hospitality,New Delhi +17 other locations,155,442,--,27,--
Corpone Staffing Solutions,3.9,BPO,Hyderabad / Secunderabad +8 other locations,155,525,1,12,--
Semac Consultants,4.0,Engineering & Construction,Bangalore / Bengaluru +19 other locations,155,611,--,18,--
Best Corporation,4.1,Fashion & Textile,Tiruppur +14 other locations,155,799,5,14,--
IQ City Medical College,3.5,Education & Training,Durgapur +3 other locations,155,456,--,20,--
Kepler Healthcare,3.4,Pharma,Ahmedabad +47 other locations,155,363,--,6,--
Maya Academy of Advanced Cinematics,3.3,Animation & VFX,Mumbai +39 other locations,155,554,--,8,--
ART Housing Finance (India),3.8,Financial Services,Gurgaon / Gurugram +36 other locations,155,537,--,16,2
DLT Lab Technologies,2.8,IT Services & Consulting,Noida +6 other locations,155,824,--,17,--
Corpone Staffing Solutions,3.9,BPO,Hyderabad / Secunderabad +8 other locations,155,525,1,12,--
Best Corporation,4.1,Fashion & Textile,Tiruppur +14 other locations,155,799,5,14,--
ART Housing Finance (India),3.8,Financial Services,Gurgaon / Gurugram +36 other locations,155,537,--,16,2
University of Delhi,4.2,Education & Training,New Delhi +4 other locations,155,886,--,14,--
Newtech Medical Devices,3.9,Medical Equipment,Faridabad +8 other locations,155,331,1,31,--
Focus Softnet,3.5,Software Product,Hyderabad / Secunderabad +10 other locations,155,941,7,11,1
Way.com,4.4,Internet,Thiruvananthapuram +3 other locations,155,416,1,3,5
Lepton Software Export & Research,3.6,Software Product,Gurgaon / Gurugram +9 other locations,155,697,40,5,21
iVistec Partners India Private Limited,3.9,IT Services & Consulting,Noida +5 other locations,155,526,5,20,--
Graphic Era University,3.7,Education & Training,Dehradun +11 other locations,155,579,15,15,2
Avantha Technologies,3.4,IT Services & Consulting,Gurgaon / Gurugram +8 other locations,155,760,--,12,--
AMPLUS SOLAR,4.4,Internet,Gurgaon / Gurugram +19 other locations,155,799,--,16,--
Deccan Cements,4.2,Building Material,Hyderabad / Secunderabad +13 other locations,155,645,--,10,--
Concentric,3.7,Industrial Machinery,Bangalore / Bengaluru +18 other locations,155,834,1,19,--
Mervice Infotech,4.0,Kolkata +4 other locations,,155,342,--,1,--
FCS Software Solutions,3.8,IT Services & Consulting,Noida +14 other locations,155,785,41,12,--
ACUTAAS CHEMICALS LIMITED,3.7,Pharma,Surat +5 other locations,155,941,17,9,--
Gokul Agro Resources,3.6,FMCG,Gandhidham +15 other locations,155,795,9,5,--
Savills,3.7,Real Estate,Bangalore / Bengaluru +14 other locations,155,1k,2,9,--
Intellect Bizware Services,3.9,IT Services & Consulting,Mumbai +7 other locations,155,899,25,5,--
Vision IAS,2.7,Education & Training,New Delhi +8 other locations,156,593,--,3,--
Vishay Precision Transducers,3.7,Semiconductors,Chennai +6 other locations,155,915,--,21,--
Flatworld Mortgage Processing,3.4,IT Services & Consulting,Bangalore / Bengaluru +4 other locations,155,676,--,14,--
Biotech Vision Care,3.4,Healthcare,Ahmedabad +25 other locations,155,770,10,12,--
Croma Campus,4.0,Education & Training,Noida +16 other locations,151,421,8,3,--
Birdeye,3.7,Marketing & Advertising,Gurgaon / Gurugram +3 other locations,155,949,39,8,--
TVS Upasana Engineering,3.6,Automobile,Hosur +7 other locations,155,565,--,13,--
Grand View Research,3.0,Analytics & KPO,Pune +2 other locations,155,954,--,9,--
Population Services International (PSI),4.0,Non-Profit,New Delhi +39 other locations,154,423,--,25,--
e-Centric Solutions,3.3,IT Services & Consulting,Hyderabad / Secunderabad +30 other locations,154,564,--,15,--
Innovision,3.2,Facility Management Services,Gurgaon / Gurugram +34 other locations,154,547,1,12,--
Thomson Press India,4.2,Printing & Publishing,Faridabad +10 other locations,154,509,1,14,--
Sundaram Industries,3.6,Auto Components,Chennai +14 other locations,154,778,--,10,--
Future Consumer,4.3,FMCG,Mumbai +28 other locations,154,676,--,18,--
KodNest,4.2,Bangalore / Bengaluru +11 other locations,,154,211,--,1,--
Eicher Engineering Components,4.2,Auto Components,Dewas +12 other locations,154,571,--,11,--
Ivangel Sales & Services,3.7,BPO,Mumbai +32 other locations,154,510,--,6,--
Enquero,4.0,IT Services & Consulting,Bangalore / Bengaluru +5 other locations,154,1.6k,--,19,--
TechMojo Solutions,3.9,IT Services & Consulting,Hyderabad / Secunderabad +1 other locations,155,1.2k,11,9,5
SPX Flow Technology,4.4,Industrial Machinery,Bangalore / Bengaluru +7 other locations,154,939,--,16,--
Maruti Ispat And Pipes,3.7,Iron & Steel,Hyderabad / Secunderabad +7 other locations,154,439,2,3,18
Zebra Technologies,3.8,IT Services & Consulting,Bangalore / Bengaluru +8 other locations,154,1.6k,6,17,--
Sterlite Industries,4.1,Other,Thoothukudi +18 other locations,154,600,--,23,--
Indian Council of Agricultural Research,3.9,Education & Training,New Delhi +34 other locations,154,528,--,8,3
Blue Tokai Coffee Roasters,3.7,Beverage,New Delhi +8 other locations,154,561,9,15,1
Trellix,3.3,Software Product,Bangalore / Bengaluru +3 other locations,154,1.2k,56,3,5
Jivo Wellness,3.4,FMCG,New Delhi +19 other locations,154,426,5,21,--
Ingenero Technologies,4.4,IT Services & Consulting,Mumbai +4 other locations,154,860,--,7,6
Marsh McLennan Global Services,4.1,Financial Services,Mumbai +6 other locations,154,641,1,30,--
DIN Engineering Services,3.8,Analytics & KPO,Noida +3 other locations,154,390,22,16,--
Tata Asset Management Private Limited,3.5,Financial Services,Mumbai +43 other locations,154,876,2,13,--
Ajmal Perfumes,3.9,Beauty & Personal Care,Mumbai +25 other locations,154,455,6,6,--
The Millennium School,3.9,Education & Training,Noida +25 other locations,154,523,10,20,--
Theorem Incorporation,3.4,Marketing & Advertising,Mysuru / Mysore +6 other locations,154,843,--,14,--
VISION,4.1,Management Consulting,New Delhi +67 other locations,155,621,--,15,--
Vinsum Axpress,3.0,Logistics,Gurgaon / Gurugram +23 other locations,154,476,9,5,--
Sinch,3.6,Internet,Noida +9 other locations,154,1.1k,4,9,--
SBL Knowledge Services,3.2,IT Services & Consulting,Madurai +15 other locations,154,857,9,9,--
Goodrich Logistics Pvt. Ltd.,3.2,Ports & Shipping,Mumbai +21 other locations,154,767,5,10,--
3F Industries,3.6,Food Processing,Nellore +22 other locations,154,711,8,12,--
Vitromed Healthcare,3.6,Medical Equipment,Jaipur +5 other locations,154,593,5,10,--
Newfold Digital,3.8,Mumbai +11 other locations,,154,1k,1,5,--
Confiance BizSol Private Limited,3.2,Analytics & KPO,Ahmedabad +3 other locations,154,540,--,28,4
Concorde Motors,3.7,Automobile,Bangalore / Bengaluru +12 other locations,153,356,--,21,--
Baggit,2.7,Fashion & Textile,Mumbai +25 other locations,153,541,--,10,--
StoreKing,3.4,Internet,Bangalore / Bengaluru +18 other locations,153,696,26,20,--
Henkel,4.2,Chemicals,Chennai +25 other locations,153,683,--,16,7
Classcanyon,4.5,Education & Training,Greater Noida +4 other locations,153,62,--,34,--
AYTB,3.7,Engineering & Construction,Al Jubail +12 other locations,153,328,--,20,--
Narayan Seva Sansthan,4.2,Non-Profit,Udaipur +9 other locations,153,260,2,15,9
More Mega Store,4.2,Retail,Bangalore / Bengaluru +32 other locations,153,494,--,23,--
Onicra Credit Rating Agency,2.8,FinTech,Noida +32 other locations,153,317,--,17,--
Hughes Communications,3.5,Gurgaon / Gurugram +21 other locations,,153,888,2,15,--
GD Goenka University,3.5,Education & Training,Gurgaon / Gurugram +27 other locations,153,719,30,15,14
Zodiac Clothing Company,3.2,Fashion & Textile,Mumbai +24 other locations,153,448,4,13,--
Amanta Healthcare,4.3,Pharma,Ahmedabad +18 other locations,153,577,2,21,--
MSV International,3.6,Engineering & Construction,Gurgaon / Gurugram +58 other locations,153,459,14,10,--
Model N,4.2,Software Product,Hyderabad / Secunderabad +1 other locations,153,878,5,13,81
Allied Nippon,3.5,Auto Components,Ghaziabad +15 other locations,153,655,1,9,1
Bimal Auto Agency,3.7,Auto Components,Bangalore / Bengaluru +7 other locations,153,572,--,12,--
Model N,4.2,Software Product,Hyderabad / Secunderabad +1 other locations,153,878,5,13,81
Eagleview,3.4,Software Product,Bangalore / Bengaluru +4 other locations,153,943,30,17,14
Godrej Capital,3.7,Financial Services,Mumbai +19 other locations,153,1.1k,--,1,--
Rosmerta Safety Systems,3.2,Gurgaon / Gurugram +31 other locations,,153,694,3,--,--
ThinkPalm Technologies,4.0,IT Services & Consulting,Kochi +5 other locations,153,1.4k,7,14,--
Salzer Electronics,3.8,Electrical Equipment,Coimbatore +12 other locations,153,792,--,11,--
Alexander Mann Solutions,3.1,Recruitment,Bangalore / Bengaluru +12 other locations,149,556,2,1,2
Omega,3.6,Industrial Machinery,Chennai +20 other locations,153,695,2,8,--
P C CHANDRA JEWELLERS,3.8,Jewellery,Kolkata +24 other locations,153,489,--,13,--
FutureSoft India,3.8,Software Product,Bangalore / Bengaluru +12 other locations,153,544,37,2,31
"Webasto Roofsystems India Pvt Ltd,",3.8,Automobile,Pune +7 other locations,153,766,--,7,--
Flovel Energy,3.9,Power,Faridabad +6 other locations,153,605,--,16,--
Air India Express,3.5,Aviation,New Delhi +20 other locations,153,823,8,11,--
Theon Pharmaceuticals,3.7,Pharma,Baddi +12 other locations,153,696,3,13,--
Integrated Enterprises,4.0,Financial Services,Chennai +32 other locations,153,559,2,8,--
Frick India,3.9,Industrial Machinery,Faridabad +14 other locations,153,621,1,8,1
Group Pharmaceuticals,3.9,Pharma,Bangalore / Bengaluru +26 other locations,153,381,1,13,--
Cytecare Cancer Hospital,4.6,Healthcare,Bangalore / Bengaluru +2 other locations,153,426,1,12,4
Truemeds,3.5,Pharma,Mumbai +20 other locations,153,724,82,2,1
Varsity Education Management,3.7,Education & Training,Hyderabad / Secunderabad +18 other locations,153,982,9,7,--
Nabard Consultancy Services,3.8,Management Consulting,New Delhi +50 other locations,153,461,--,8,1
Axis Sales,4.4,Financial Services,Mumbai +67 other locations,153,468,--,20,1
John Cockerill,3.1,Mumbai +6 other locations,,153,774,73,15,--
Truemeds,3.5,Pharma,Mumbai +20 other locations,153,724,82,2,1
Infiniminds,3.8,IT Services & Consulting,Bangalore / Bengaluru +26 other locations,153,857,--,7,2
Gulf Asia Contracting,3.4,Engineering & Construction,Chennai +16 other locations,153,560,--,5,--
Bharat Petroleum Mumbai Refinery,4.2,Oil & Gas,Mumbai +12 other locations,153,630,--,4,--
Finecure Pharmaceuticals,3.7,Pharma,Ahmedabad +14 other locations,153,723,5,15,--
GAIN Credit,3.9,FinTech,Chennai +6 other locations,152,648,3,70,--
Srei Sahaj e-Village,4.5,Retail,Kolkata +34 other locations,152,266,2,27,--
Partha Dental,3.8,Healthcare,Hyderabad / Secunderabad +16 other locations,152,322,1,21,--
Lince Soft Solutions,4.6,Recruitment,Hyderabad / Secunderabad +5 other locations,152,1.5k,--,9,--
FloBiz,3.4,IT Services & Consulting,Bangalore / Bengaluru +27 other locations,152,652,19,11,3
Agilent Technologies International,4.2,Gurgaon / Gurugram +7 other locations,,152,558,--,25,--
S V S Projects India,3.3,Engineering & Construction,Hyderabad / Secunderabad +8 other locations,152,534,--,13,--
Fukoku,3.6,Automobile,Pune +2 other locations,152,544,6,18,--
Magma Housing Finance,4.5,Financial Services,Kolkata +59 other locations,152,392,--,14,--
Colgate Global Business Services,3.8,IT Services & Consulting,Mumbai +5 other locations,152,691,--,15,--
Dynamic Techno Medicals,4.0,Medical Equipment,Kochi +34 other locations,152,533,--,13,--
New Era Technology,3.2,IT Services & Consulting,Bangalore / Bengaluru +4 other locations,152,949,47,4,--
Sfc Solutions,3.6,Chennai +17 other locations,,152,788,--,5,--
Abu Dhabi Oil Refining Company,4.4,Oil & Gas,Abu Dhabi +12 other locations,152,522,--,9,--
An Pharmaceuticals,4.3,New Delhi +16 other locations,,152,150,11,11,--
Synmac Consultants,4.3,Accounting & Auditing,Chennai +3 other locations,152,57,4,28,6
Experion Technologies,4.0,IT Services & Consulting,Kochi +5 other locations,152,1.4k,14,16,21
Acuvate Software,3.2,Software Product,Hyderabad / Secunderabad +4 other locations,152,998,7,15,--
Excellon Software,4.0,Software Product,Pune +3 other locations,152,1.1k,1,8,19
Shree Maruti Courier Service,3.9,Logistics,Ahmedabad +43 other locations,152,731,--,7,--
Dr Shroff Charity Eye Hospital,3.6,Healthcare,New Delhi +10 other locations,152,407,1,14,6
Apptunix,4.2,Software Product,Mohali +5 other locations,152,421,15,5,6
CENTRUM HOUSING FINANCE,3.9,Financial Services,Mumbai +60 other locations,152,470,4,4,--
Agrim,3.3,Agriculture,Gurgaon / Gurugram +14 other locations,152,644,19,6,5
Anand Rathi Wealth Management,3.2,Financial Services,Mumbai +20 other locations,152,1.1k,--,8,1
Itvedant Education,3.9,Education & Training,Mumbai +10 other locations,152,402,62,4,9
otsuka chemical india,4.0,Chemicals,Jaipur +10 other locations,152,673,--,12,--
Mepro Pharmaceuticals,3.8,Pharma,Vadodara +10 other locations,152,793,--,13,--
Pyrotech Electronics,3.1,Electronics Manufacturing,Udaipur +11 other locations,152,669,8,8,--
Dixcy Textiles,4.2,Bangalore / Bengaluru +32 other locations,,152,609,--,25,--
W3Global,3.6,Recruitment,Hyderabad / Secunderabad +6 other locations,153,802,1,7,6
BigStep Technologies,4.4,IT Services & Consulting,Gurgaon / Gurugram +1 other locations,152,445,13,58,67
Hyland Software Solutions India LLP,4.1,IT Services & Consulting,Kolkata +3 other locations,152,1.1k,63,19,6
CGS,3.6,IT Services & Consulting,Hyderabad / Secunderabad +10 other locations,152,885,4,15,--
Nucon Aerospace,3.9,Defence & Aerospace,Hyderabad / Secunderabad +5 other locations,152,839,--,10,--
MasterSoft ERP Solutions,3.1,Software Product,Nagpur +13 other locations,152,877,14,12,10
Lulu Hypermarket,3.6,Retail,Lucknow +23 other locations,152,479,5,15,--
UTI Asset Management Company,3.8,Financial Services,Mumbai +52 other locations,152,691,--,8,--
InvestoXpert,4.0,Real Estate,Noida +11 other locations,152,386,5,9,36
HP Computing and Printing Systems,4.0,Bangalore / Bengaluru +15 other locations,,152,863,--,10,--
IonIdea,3.2,Software Product,Bangalore / Bengaluru +9 other locations,152,811,11,8,1
Real Estate Group,4.2,Real Estate,Mumbai +45 other locations,152,2.3k,--,7,1
CEC International,4.0,Engineering & Construction,New Delhi +16 other locations,151,351,--,27,--
Karam Industries,4.0,Engineering & Construction,Lucknow +21 other locations,151,592,--,24,--
Uttam Value Steels,4.1,Iron & Steel,Wardha +8 other locations,151,546,--,21,--
UMSL,3.7,Engineering & Construction,Bhubaneswar +18 other locations,151,561,21,13,--
Graygraph Technologies Private Limited,4.3,IT Services & Consulting,Noida +4 other locations,151,557,15,2,656
Peerless Hospital,4.1,Healthcare,Kolkata +6 other locations,151,460,--,3,--
Sharp Business Systems India,3.4,Consumer Electronics & Appliances,New Delhi +25 other locations,151,505,--,13,--
HomeShop18,3.9,Internet,Noida +14 other locations,151,475,--,20,1
Mangalam Landmarks,4.7,Real Estate,Pune +2 other locations,151,117,16,1,--
Toluna,3.5,Analytics & KPO,Gurgaon / Gurugram +6 other locations,151,788,1,19,--
IndianOil Skytanking,3.1,Oil & Gas,New Delhi +14 other locations,151,582,2,19,--
Oceanic Pharmachem,3.9,Pharma,Mumbai +2 other locations,151,115,2,38,--
Arvind Technocrats & Engineers LLP,3.6,New Delhi +28 other locations,,152,271,1,6,--
Unschool Learning,3.6,EdTech,Hyderabad / Secunderabad +7 other locations,151,205,--,10,--
ZunRoof Tech,3.6,Power,Gurgaon / Gurugram +15 other locations,154,435,34,34,--
GUVI,3.8,EdTech,Chennai +9 other locations,151,721,2,3,20
INOXCVA,3.4,Engineering & Construction,Vadodara +14 other locations,151,687,--,5,--
VDart,3.9,IT Services & Consulting,Tiruchirappalli +5 other locations,151,895,20,8,30
Toyota Kirloskar Auto Parts,4.3,Auto Components,Bangalore / Bengaluru +8 other locations,151,589,--,18,--
Mitsuba,3.7,Auto Components,Gurgaon / Gurugram +9 other locations,151,683,--,17,--
Ray Engineering,4.2,Engineering & Construction,Mumbai +27 other locations,151,521,--,11,1
Billroth Hospitals,3.7,Healthcare,Chennai +3 other locations,151,562,10,9,--
Tynor Orthotics,3.5,Fitness & Wellness,Mohali +24 other locations,151,590,4,9,3
Zydus Pharma,3.8,Pharma,Ahmedabad +37 other locations,151,624,--,8,--
Trayee Business Solutions,3.5,BPO,Chennai +2 other locations,151,517,12,7,--
Thinksys Software,3.6,IT Services & Consulting,Noida +3 other locations,151,971,6,35,--
Makino,3.7,Auto Components,Bangalore / Bengaluru +16 other locations,151,736,2,14,--
Wanfeng Aluminum Wheel,3.7,Industrial Machinery,Bawal +5 other locations,151,524,--,16,--
Sterling Information Resources,3.5,Mumbai +5 other locations,,151,697,--,9,--
ObjectWin Technology,3.6,Recruitment,Bangalore / Bengaluru +7 other locations,151,1k,--,5,--
Lennox India Technology Centre,3.6,Industrial Machinery,Chennai +2 other locations,151,959,50,18,11
Ideas2IT Technologies,3.6,Software Product,Chennai +5 other locations,151,1.2k,2,41,35
Voylla,3.5,Jewellery,Jaipur +38 other locations,151,431,10,12,--
Fare Labs,3.2,Analytics & KPO,Gurgaon / Gurugram +6 other locations,151,603,25,7,--
Orchid Hotel,3.9,Hospitality,Mumbai +14 other locations,151,577,1,20,1
D.B ENGINEERING,4.2,Industrial Machinery,Noida +16 other locations,151,344,32,13,--
Sree Metaliks,4.0,Industrial Machinery,Barbil +19 other locations,151,652,--,5,--
O2f info Solutions,3.5,Recruitment,Hyderabad / Secunderabad +7 other locations,151,965,--,6,--
Sankara Eye Hospital,4.5,Bangalore / Bengaluru +26 other locations,,151,463,19,17,--
Gnrc Hospital,3.6,Healthcare,Guwahati +10 other locations,151,553,--,11,--
GKB Opticals,4.4,Retail,Kolkata +23 other locations,151,364,--,9,--
Nipha Exports,3.8,Industrial Machinery,Kolkata +8 other locations,151,737,7,6,--
Crescon Projects & Services,3.7,Engineering & Construction,Chennai +17 other locations,151,628,3,9,--
Aligarh Muslim University,4.6,Education & Training,Aligarh +9 other locations,150,394,--,14,--
CDS Infra Projects,3.4,New Delhi +31 other locations,,150,491,--,--,11
Rinder India,3.7,Automobile,Pune +8 other locations,150,488,--,28,--
Gea Process Engineering India,4.0,Food Processing,Vadodara +6 other locations,151,719,--,17,--
Swiss Garnier Life Sciences,3.7,Pharma,Chennai +11 other locations,150,680,2,18,--
EAPRO Global Ltd,4.2,Consumer Electronics & Appliances,Roorkee +17 other locations,150,370,--,7,--
